customer_id,restaurant_id,rider_id,order_date,total_amount,delivery_time
491,25,293,2024-01-02 16:00:00,932.33,56
3730,143,204,2024-01-02 17:00:00,745.52,21
3535,163,282,2024-01-02 18:00:00,470.81,69
3297,177,189,2024-01-02 19:00:00,381.84,69
1941,43,84,2024-01-02 20:00:00,901.53,68
4409,169,180,2024-01-02 21:00:00,697.88,26
1883,37,274,2024-01-02 22:00:00,696.63,38
4909,185,181,2024-01-02 23:00:00,227.4,33
2988,42,181,2024-01-03 00:00:00,687.8,23
3160,175,283,2024-01-03 01:00:00,1013.88,49
4776,92,287,2024-01-03 02:00:00,1144.14,18
4531,61,106,2024-01-03 03:00:00,262.02,59
682,142,129,2024-01-03 04:00:00,812.72,56
1074,68,262,2024-01-03 05:00:00,746.76,46
2388,53,11,2024-01-03 06:00:00,1084.83,60
2395,84,162,2024-01-03 07:00:00,938.81,20
2694,34,181,2024-01-03 08:00:00,1163.52,42
1371,76,213,2024-01-03 09:00:00,1158.03,42
4745,97,274,2024-01-03 10:00:00,386.97,54
4341,152,21,2024-01-03 11:00:00,911.62,65
2157,148,275,2024-01-03 12:00:00,707.05,43
2581,197,260,2024-01-03 13:00:00,375.33,56
4392,30,116,2024-01-03 14:00:00,354.61,68
2160,88,25,2024-01-03 15:00:00,235.14,19
3249,7,254,2024-01-03 16:00:00,985.32,19
3732,36,211,2024-01-03 17:00:00,490.73,51
3830,38,257,2024-01-03 18:00:00,1049.82,55
1628,52,168,2024-01-03 19:00:00,788.73,69
3473,143,21,2024-01-03 20:00:00,857.32,42
28,174,86,2024-01-03 21:00:00,456.26,55
1986,151,15,2024-01-03 22:00:00,630.16,61
4154,140,50,2024-01-03 23:00:00,582.93,23
1522,172,196,2024-01-04 00:00:00,397.47,43
297,143,288,2024-01-04 01:00:00,1024.14,28
2182,93,245,2024-01-04 02:00:00,803.19,52
3403,107,201,2024-01-04 03:00:00,189.3,68
2297,126,193,2024-01-04 04:00:00,1010.91,66
2598,49,146,2024-01-04 05:00:00,261.34,54
902,21,127,2024-01-04 06:00:00,573.88,48
1099,15,175,2024-01-04 07:00:00,749.82,51
1678,14,134,2024-01-04 08:00:00,158.03,63
2882,42,66,2024-01-04 09:00:00,835.55,56
4867,15,279,2024-01-04 10:00:00,842.69,28
1379,63,246,2024-01-04 11:00:00,835.15,32
1249,196,237,2024-01-04 12:00:00,321.64,47
3736,27,171,2024-01-04 13:00:00,418.52,68
4242,93,51,2024-01-04 14:00:00,409.74,48
1265,105,153,2024-01-04 15:00:00,1158.07,42
1908,53,80,2024-01-04 16:00:00,220.9,50
1059,52,145,2024-01-04 17:00:00,600.2,59
2750,63,274,2024-01-04 18:00:00,1064.82,62
2049,181,155,2024-01-04 19:00:00,957.94,51
4249,57,143,2024-01-04 20:00:00,1013.56,37
2477,120,298,2024-01-04 21:00:00,1170.91,56
4017,52,34,2024-01-04 22:00:00,556.62,31
4604,107,239,2024-01-04 23:00:00,475.14,25
3198,43,138,2024-01-05 00:00:00,182.19,46
4587,135,254,2024-01-05 01:00:00,307.52,51
3554,117,5,2024-01-05 02:00:00,740.12,29
4441,170,176,2024-01-05 03:00:00,315.54,18
1762,4,214,2024-01-05 04:00:00,923.12,53
221,197,23,2024-01-05 05:00:00,189.09,44
4819,133,13,2024-01-05 06:00:00,422.46,24
4624,80,241,2024-01-05 07:00:00,880.23,37
2889,41,276,2024-01-05 08:00:00,418.28,38
1665,132,92,2024-01-05 09:00:00,915.2,50
3987,2,108,2024-01-05 10:00:00,1195.66,66
4577,195,229,2024-01-05 11:00:00,986.94,19
2978,149,152,2024-01-05 12:00:00,508.93,51
1872,198,108,2024-01-05 13:00:00,1095.62,57
1463,43,289,2024-01-05 14:00:00,203.74,33
345,82,176,2024-01-05 15:00:00,911.26,51
45,108,286,2024-01-05 16:00:00,174.49,67
2069,197,241,2024-01-05 17:00:00,333.28,22
1515,137,145,2024-01-05 18:00:00,1186.97,21
2599,156,14,2024-01-05 19:00:00,528.93,54
1002,26,275,2024-01-05 20:00:00,1011.52,27
1034,82,71,2024-01-05 21:00:00,544.89,51
2041,83,195,2024-01-05 22:00:00,1032.03,41
274,131,300,2024-01-05 23:00:00,1163.71,32
2648,73,11,2024-01-06 00:00:00,607.31,38
1780,100,106,2024-01-06 01:00:00,737.32,55
4477,49,258,2024-01-06 02:00:00,810.07,16
479,145,196,2024-01-06 03:00:00,1131.58,30
516,63,145,2024-01-06 04:00:00,419.58,28
4287,55,220,2024-01-06 05:00:00,791.81,31
1192,151,174,2024-01-06 06:00:00,490.96,20
2669,34,216,2024-01-06 07:00:00,377.78,49
1412,105,93,2024-01-06 08:00:00,239.17,31
3281,105,260,2024-01-06 09:00:00,801.75,59
272,69,63,2024-01-06 10:00:00,1076.19,52
143,15,29,2024-01-06 11:00:00,518.96,54
3333,175,275,2024-01-06 12:00:00,730.3,20
788,3,285,2024-01-06 13:00:00,824.24,62
1682,156,70,2024-01-06 14:00:00,585.38,52
623,3,279,2024-01-06 15:00:00,1098.52,63
3842,102,231,2024-01-06 16:00:00,530.89,35
3677,4,255,2024-01-06 17:00:00,281.26,49
2573,88,172,2024-01-06 18:00:00,301.22,37
3261,159,180,2024-01-06 19:00:00,1085.4,26
4713,45,264,2024-01-06 20:00:00,1187.41,43
67,187,183,2024-01-06 21:00:00,453.38,41
4287,45,205,2024-01-06 22:00:00,300.78,20
4617,75,249,2024-01-06 23:00:00,656.32,35
1141,165,213,2024-01-07 00:00:00,895.0,21
2315,193,159,2024-01-07 01:00:00,793.02,57
2533,9,100,2024-01-07 02:00:00,1148.66,55
3581,145,112,2024-01-07 03:00:00,1008.67,30
1188,118,166,2024-01-07 04:00:00,1062.42,19
4472,65,36,2024-01-07 05:00:00,718.75,29
4749,131,112,2024-01-07 06:00:00,493.64,35
3340,26,87,2024-01-07 07:00:00,886.82,18
549,181,183,2024-01-07 08:00:00,611.01,19
4088,159,85,2024-01-07 09:00:00,452.14,21
73,26,269,2024-01-07 10:00:00,309.88,49
199,23,165,2024-01-07 11:00:00,704.27,50
3202,30,90,2024-01-07 12:00:00,773.97,29
1782,10,238,2024-01-07 13:00:00,747.22,42
572,72,22,2024-01-07 14:00:00,272.38,16
791,64,167,2024-01-07 15:00:00,748.49,19
1639,150,215,2024-01-07 16:00:00,326.83,21
1832,143,58,2024-01-07 17:00:00,846.9,36
1856,123,30,2024-01-07 18:00:00,600.85,63
1175,105,106,2024-01-07 19:00:00,1041.23,45
3741,184,167,2024-01-07 20:00:00,967.18,46
3278,74,154,2024-01-07 21:00:00,910.6,22
179,148,7,2024-01-07 22:00:00,885.77,55
2245,105,197,2024-01-07 23:00:00,738.51,56
4087,47,46,2024-01-08 00:00:00,214.17,25
735,87,18,2024-01-08 01:00:00,838.26,15
799,53,153,2024-01-08 02:00:00,640.27,61
788,181,264,2024-01-08 03:00:00,643.03,54
2796,129,74,2024-01-08 04:00:00,547.97,33
4305,2,145,2024-01-08 05:00:00,1125.52,58
4589,58,102,2024-01-08 06:00:00,411.92,52
3085,147,121,2024-01-08 07:00:00,482.42,56
2919,190,176,2024-01-08 08:00:00,1161.19,51
732,72,63,2024-01-08 09:00:00,1000.66,21
1130,140,296,2024-01-08 10:00:00,164.79,53
3447,154,84,2024-01-08 11:00:00,1101.41,69
1606,27,15,2024-01-08 12:00:00,387.98,39
3779,29,134,2024-01-08 13:00:00,891.23,68
2746,15,121,2024-01-08 14:00:00,730.73,36
3171,174,128,2024-01-08 15:00:00,713.65,41
4690,129,288,2024-01-08 16:00:00,903.82,55
2934,60,180,2024-01-08 17:00:00,367.54,61
1216,107,82,2024-01-08 18:00:00,316.98,52
325,185,13,2024-01-08 19:00:00,834.51,62
1851,3,24,2024-01-08 20:00:00,455.11,53
1491,115,168,2024-01-08 21:00:00,1172.65,29
894,146,270,2024-01-08 22:00:00,624.09,69
1391,52,70,2024-01-08 23:00:00,267.18,16
3390,60,89,2024-01-09 00:00:00,870.11,22
4240,34,189,2024-01-09 01:00:00,471.47,58
4480,96,257,2024-01-09 02:00:00,306.02,57
2264,89,217,2024-01-09 03:00:00,593.96,20
3433,60,32,2024-01-09 04:00:00,1162.43,34
2372,154,141,2024-01-09 05:00:00,582.0,41
3087,200,161,2024-01-09 06:00:00,514.7,59
4313,19,32,2024-01-09 07:00:00,616.73,37
1516,111,152,2024-01-09 08:00:00,162.72,62
2918,22,260,2024-01-09 09:00:00,289.76,54
2353,161,216,2024-01-09 10:00:00,1042.16,31
1168,166,279,2024-01-09 11:00:00,1176.94,27
111,128,285,2024-01-09 12:00:00,315.84,18
4328,35,98,2024-01-09 13:00:00,712.29,34
3656,107,30,2024-01-09 14:00:00,1164.65,56
3794,128,90,2024-01-09 15:00:00,314.41,39
1756,195,148,2024-01-09 16:00:00,345.63,36
1578,83,144,2024-01-09 17:00:00,1123.16,66
1297,138,67,2024-01-09 18:00:00,890.97,62
3775,143,58,2024-01-09 19:00:00,309.57,31
2221,139,281,2024-01-09 20:00:00,563.17,54
973,111,279,2024-01-09 21:00:00,209.08,25
1031,90,236,2024-01-09 22:00:00,604.31,39
2594,24,128,2024-01-09 23:00:00,966.8,19
3993,77,209,2024-01-10 00:00:00,731.67,35
4614,101,186,2024-01-10 01:00:00,829.81,40
914,132,169,2024-01-10 02:00:00,493.16,30
2182,13,172,2024-01-10 03:00:00,319.47,54
3198,185,260,2024-01-10 04:00:00,163.77,35
1463,98,205,2024-01-10 05:00:00,1012.38,62
2379,120,135,2024-01-10 06:00:00,818.49,46
3455,37,46,2024-01-10 07:00:00,390.79,18
3554,48,9,2024-01-10 08:00:00,589.36,52
1308,199,161,2024-01-10 09:00:00,991.52,67
4995,1,289,2024-01-10 10:00:00,715.64,22
1190,60,106,2024-01-10 11:00:00,465.17,23
688,140,290,2024-01-10 12:00:00,430.54,59
4662,149,88,2024-01-10 13:00:00,378.49,31
1208,139,192,2024-01-10 14:00:00,1014.92,55
1895,44,153,2024-01-10 15:00:00,760.95,27
4923,115,137,2024-01-10 16:00:00,894.62,23
1812,186,273,2024-01-10 17:00:00,1053.13,20
3184,108,149,2024-01-10 18:00:00,1186.2,41
3798,44,188,2024-01-10 19:00:00,411.96,56
1645,78,141,2024-01-10 20:00:00,339.95,51
3969,162,131,2024-01-10 21:00:00,635.1,53
2717,25,4,2024-01-10 22:00:00,186.82,57
191,132,263,2024-01-10 23:00:00,981.3,38
1336,192,26,2024-01-11 00:00:00,1077.95,23
4804,116,24,2024-01-11 01:00:00,870.34,56
3107,119,266,2024-01-11 02:00:00,431.39,25
379,144,229,2024-01-11 03:00:00,279.31,49
4483,10,269,2024-01-11 04:00:00,551.25,43
3830,109,125,2024-01-11 05:00:00,1025.0,22
616,194,172,2024-01-11 06:00:00,515.22,31
2331,35,234,2024-01-11 07:00:00,185.97,21
1755,134,295,2024-01-11 08:00:00,437.99,26
464,19,275,2024-01-11 09:00:00,1189.44,62
967,187,76,2024-01-11 10:00:00,860.5,29
4268,181,214,2024-01-11 11:00:00,1095.9,67
3159,8,158,2024-01-11 12:00:00,963.61,43
3625,10,204,2024-01-11 13:00:00,716.69,59
4939,195,149,2024-01-11 14:00:00,306.12,64
690,166,75,2024-01-11 15:00:00,516.08,64
2623,29,229,2024-01-11 16:00:00,762.93,38
2213,15,62,2024-01-11 17:00:00,1064.16,51
383,87,58,2024-01-11 18:00:00,432.11,28
2257,23,274,2024-01-11 19:00:00,277.29,25
3811,46,108,2024-01-11 20:00:00,736.77,49
3504,28,187,2024-01-11 21:00:00,335.33,31
1413,26,229,2024-01-11 22:00:00,790.88,69
1584,10,48,2024-01-11 23:00:00,426.7,41
372,175,268,2024-01-12 00:00:00,392.51,58
611,4,215,2024-01-12 01:00:00,569.14,17
116,55,290,2024-01-12 02:00:00,772.85,69
447,66,254,2024-01-12 03:00:00,722.58,16
1392,67,87,2024-01-12 04:00:00,406.97,18
3325,135,181,2024-01-12 05:00:00,1085.67,32
1341,55,25,2024-01-12 06:00:00,265.38,34
4511,31,222,2024-01-12 07:00:00,191.44,35
2940,74,49,2024-01-12 08:00:00,782.84,28
3700,19,175,2024-01-12 09:00:00,279.58,22
1074,156,274,2024-01-12 10:00:00,680.14,16
4814,81,35,2024-01-12 11:00:00,1149.36,40
3570,156,217,2024-01-12 12:00:00,883.51,33
3151,147,209,2024-01-12 13:00:00,798.33,56
1606,87,160,2024-01-12 14:00:00,753.55,42
4658,20,7,2024-01-12 15:00:00,338.52,43
2295,13,269,2024-01-12 16:00:00,604.28,19
3663,77,126,2024-01-12 17:00:00,509.65,57
4483,43,90,2024-01-12 18:00:00,1150.73,42
4798,139,42,2024-01-12 19:00:00,404.44,55
984,176,159,2024-01-12 20:00:00,645.09,62
352,143,202,2024-01-12 21:00:00,1134.98,40
1725,145,282,2024-01-12 22:00:00,978.64,19
1952,182,288,2024-01-12 23:00:00,1162.74,29
1280,50,91,2024-01-13 00:00:00,788.75,60
1908,28,125,2024-01-13 01:00:00,500.48,23
4849,4,126,2024-01-13 02:00:00,1017.98,46
1025,22,52,2024-01-13 03:00:00,456.03,66
546,119,103,2024-01-13 04:00:00,323.01,40
4175,101,187,2024-01-13 05:00:00,891.6,51
2382,39,205,2024-01-13 06:00:00,820.9,29
889,34,14,2024-01-13 07:00:00,1072.9,55
1106,97,104,2024-01-13 08:00:00,1160.02,18
2550,44,117,2024-01-13 09:00:00,1050.06,67
1991,170,93,2024-01-13 10:00:00,213.02,67
3999,40,144,2024-01-13 11:00:00,847.74,50
3776,97,110,2024-01-13 12:00:00,973.97,34
2813,140,163,2024-01-13 13:00:00,1181.03,41
921,130,53,2024-01-13 14:00:00,543.39,35
4646,156,3,2024-01-13 15:00:00,328.38,36
2062,74,68,2024-01-13 16:00:00,1045.58,21
4488,86,246,2024-01-13 17:00:00,483.34,61
3640,90,138,2024-01-13 18:00:00,778.11,68
3166,67,287,2024-01-13 19:00:00,559.39,45
4436,199,66,2024-01-13 20:00:00,572.44,31
2645,200,155,2024-01-13 21:00:00,919.09,64
4853,76,87,2024-01-13 22:00:00,529.55,21
1046,92,33,2024-01-13 23:00:00,877.73,33
3557,10,68,2024-01-14 00:00:00,165.04,42
2682,86,187,2024-01-14 01:00:00,490.88,24
3200,102,192,2024-01-14 02:00:00,485.0,41
939,185,213,2024-01-14 03:00:00,936.28,27
4944,108,88,2024-01-14 04:00:00,480.28,16
442,165,108,2024-01-14 05:00:00,814.99,36
2551,91,240,2024-01-14 06:00:00,872.95,34
4226,192,216,2024-01-14 07:00:00,841.35,57
597,79,177,2024-01-14 08:00:00,783.46,19
1506,86,53,2024-01-14 09:00:00,584.3,20
862,107,49,2024-01-14 10:00:00,541.97,49
2641,168,114,2024-01-14 11:00:00,742.81,15
3732,101,95,2024-01-14 12:00:00,216.89,49
1552,108,25,2024-01-14 13:00:00,1069.61,17
3237,60,132,2024-01-14 14:00:00,1016.58,68
1737,48,179,2024-01-14 15:00:00,513.7,50
1450,117,145,2024-01-14 16:00:00,745.16,21
265,106,198,2024-01-14 17:00:00,1128.84,43
2660,147,84,2024-01-14 18:00:00,435.22,29
2722,200,157,2024-01-14 19:00:00,929.58,25
1463,33,85,2024-01-14 20:00:00,236.87,32
4253,44,253,2024-01-14 21:00:00,699.54,58
1446,165,72,2024-01-14 22:00:00,1078.17,18
2299,112,223,2024-01-14 23:00:00,729.29,38
2926,89,276,2024-01-15 00:00:00,797.07,25
1633,36,283,2024-01-15 01:00:00,1103.02,20
2375,81,264,2024-01-15 02:00:00,901.13,65
4991,88,246,2024-01-15 03:00:00,880.66,32
513,149,61,2024-01-15 04:00:00,765.7,29
216,130,259,2024-01-15 05:00:00,814.64,17
3332,31,7,2024-01-15 06:00:00,993.89,31
2173,108,188,2024-01-15 07:00:00,1178.19,47
3154,30,4,2024-01-15 08:00:00,985.09,48
1707,172,231,2024-01-15 09:00:00,892.91,44
2107,12,133,2024-01-15 10:00:00,292.32,33
1568,51,125,2024-01-15 11:00:00,1007.93,23
2209,121,15,2024-01-15 12:00:00,922.79,54
2332,177,13,2024-01-15 13:00:00,958.95,58
2154,152,118,2024-01-15 14:00:00,392.65,45
1129,152,240,2024-01-15 15:00:00,1098.62,41
3511,188,263,2024-01-15 16:00:00,252.15,61
4324,139,6,2024-01-15 17:00:00,416.29,39
3654,13,231,2024-01-15 18:00:00,846.17,69
2366,91,30,2024-01-15 19:00:00,857.4,21
4898,200,22,2024-01-15 20:00:00,478.99,67
2922,74,156,2024-01-15 21:00:00,886.6,62
4568,200,118,2024-01-15 22:00:00,557.33,21
1080,192,193,2024-01-15 23:00:00,150.18,34
3512,20,195,2024-01-16 00:00:00,320.74,67
2742,72,168,2024-01-16 01:00:00,1076.75,58
3021,73,239,2024-01-16 02:00:00,383.83,63
229,71,244,2024-01-16 03:00:00,268.56,57
171,78,69,2024-01-16 04:00:00,866.31,50
295,28,95,2024-01-16 05:00:00,612.74,33
4285,130,77,2024-01-16 06:00:00,986.42,16
426,121,171,2024-01-16 07:00:00,1054.52,48
919,43,1,2024-01-16 08:00:00,1038.29,31
3254,8,62,2024-01-16 09:00:00,478.66,38
499,13,207,2024-01-16 10:00:00,680.82,23
2810,111,154,2024-01-16 11:00:00,832.65,68
4962,35,274,2024-01-16 12:00:00,488.08,15
826,23,48,2024-01-16 13:00:00,193.15,56
3780,46,137,2024-01-16 14:00:00,670.45,42
1859,15,1,2024-01-16 15:00:00,163.46,69
2119,130,235,2024-01-16 16:00:00,1148.18,29
146,61,256,2024-01-16 17:00:00,986.52,35
4566,115,107,2024-01-16 18:00:00,351.61,29
3578,64,173,2024-01-16 19:00:00,451.95,37
193,52,130,2024-01-16 20:00:00,1181.98,67
3889,164,294,2024-01-16 21:00:00,542.23,16
52,195,40,2024-01-16 22:00:00,972.91,60
2411,69,16,2024-01-16 23:00:00,619.16,50
1821,67,127,2024-01-17 00:00:00,1057.3,64
2965,175,203,2024-01-17 01:00:00,888.94,23
2522,83,134,2024-01-17 02:00:00,174.06,16
1870,2,259,2024-01-17 03:00:00,459.11,16
2569,172,14,2024-01-17 04:00:00,735.89,32
1868,192,66,2024-01-17 05:00:00,1122.48,31
2739,78,195,2024-01-17 06:00:00,257.13,55
3270,28,114,2024-01-17 07:00:00,781.22,22
3200,54,159,2024-01-17 08:00:00,467.29,48
2580,67,161,2024-01-17 09:00:00,1083.79,48
4006,164,254,2024-01-17 10:00:00,953.43,19
4936,102,15,2024-01-17 11:00:00,538.19,58
241,120,37,2024-01-17 12:00:00,325.46,43
3441,191,155,2024-01-17 13:00:00,162.07,42
4632,153,27,2024-01-17 14:00:00,802.19,30
1408,48,12,2024-01-17 15:00:00,576.43,28
3503,167,67,2024-01-17 16:00:00,480.49,66
4039,47,30,2024-01-17 17:00:00,1184.78,16
83,21,96,2024-01-17 18:00:00,639.45,54
3769,158,215,2024-01-17 19:00:00,937.33,18
951,92,194,2024-01-17 20:00:00,336.28,66
611,159,135,2024-01-17 21:00:00,164.13,55
4670,121,290,2024-01-17 22:00:00,588.44,66
3606,116,32,2024-01-17 23:00:00,848.95,45
4555,154,39,2024-01-18 00:00:00,681.93,40
3284,150,206,2024-01-18 01:00:00,1084.99,41
2174,149,43,2024-01-18 02:00:00,605.68,65
3485,1,259,2024-01-18 03:00:00,476.55,48
1523,165,249,2024-01-18 04:00:00,1111.85,45
2602,77,74,2024-01-18 05:00:00,577.14,62
2658,85,296,2024-01-18 06:00:00,433.13,25
2160,46,274,2024-01-18 07:00:00,252.54,22
2450,137,190,2024-01-18 08:00:00,982.98,26
3831,145,138,2024-01-18 09:00:00,1016.35,49
122,47,282,2024-01-18 10:00:00,184.96,59
4369,59,166,2024-01-18 11:00:00,526.58,48
1318,54,278,2024-01-18 12:00:00,937.37,27
4494,86,26,2024-01-18 13:00:00,1143.7,41
2519,12,73,2024-01-18 14:00:00,546.71,22
1231,192,115,2024-01-18 15:00:00,1065.66,61
1134,6,51,2024-01-18 16:00:00,563.41,35
1302,53,171,2024-01-18 17:00:00,338.47,55
4035,144,268,2024-01-18 18:00:00,153.62,25
1911,90,3,2024-01-18 19:00:00,496.69,36
1506,5,210,2024-01-18 20:00:00,547.4,35
3186,73,115,2024-01-18 21:00:00,1142.37,42
1917,174,167,2024-01-18 22:00:00,366.37,17
4916,14,265,2024-01-18 23:00:00,551.34,21
3549,172,227,2024-01-19 00:00:00,176.41,28
2758,191,151,2024-01-19 01:00:00,951.72,29
1957,106,268,2024-01-19 02:00:00,1110.9,23
179,52,116,2024-01-19 03:00:00,399.71,66
897,116,88,2024-01-19 04:00:00,600.44,57
1552,26,242,2024-01-19 05:00:00,278.22,21
492,53,40,2024-01-19 06:00:00,629.68,26
61,109,182,2024-01-19 07:00:00,290.01,33
1078,29,209,2024-01-19 08:00:00,699.52,41
2896,19,273,2024-01-19 09:00:00,921.35,32
4161,47,119,2024-01-19 10:00:00,731.01,27
3684,136,24,2024-01-19 11:00:00,407.48,57
586,23,258,2024-01-19 12:00:00,521.49,15
3961,117,92,2024-01-19 13:00:00,820.5,52
3771,106,161,2024-01-19 14:00:00,769.24,35
535,163,149,2024-01-19 15:00:00,293.61,48
3463,53,117,2024-01-19 16:00:00,1037.2,27
4012,96,53,2024-01-19 17:00:00,648.95,59
3399,186,45,2024-01-19 18:00:00,320.49,65
2156,5,265,2024-01-19 19:00:00,278.97,55
1005,16,262,2024-01-19 20:00:00,1163.83,65
2500,17,234,2024-01-19 21:00:00,445.61,37
327,160,35,2024-01-19 22:00:00,1104.02,15
4704,102,197,2024-01-19 23:00:00,581.11,37
2707,180,25,2024-01-20 00:00:00,555.22,42
2,20,202,2024-01-20 01:00:00,885.98,46
1034,112,273,2024-01-20 02:00:00,160.38,22
2482,120,36,2024-01-20 03:00:00,504.99,69
125,194,223,2024-01-20 04:00:00,467.78,40
1105,111,277,2024-01-20 05:00:00,1061.5,28
2700,1,18,2024-01-20 06:00:00,705.58,38
1862,58,188,2024-01-20 07:00:00,532.8,62
2921,93,257,2024-01-20 08:00:00,429.38,43
129,172,142,2024-01-20 09:00:00,770.04,18
438,6,136,2024-01-20 10:00:00,309.26,32
4847,108,79,2024-01-20 11:00:00,408.52,28
2549,103,292,2024-01-20 12:00:00,458.29,41
3130,50,62,2024-01-20 13:00:00,788.3,55
1222,118,129,2024-01-20 14:00:00,541.92,61
902,110,298,2024-01-20 15:00:00,681.07,17
3169,200,257,2024-01-20 16:00:00,832.96,44
4487,88,212,2024-01-20 17:00:00,1154.09,50
3919,20,54,2024-01-20 18:00:00,953.08,37
1068,14,175,2024-01-20 19:00:00,575.52,32
27,133,100,2024-01-20 20:00:00,935.69,60
548,169,39,2024-01-20 21:00:00,1147.18,61
2669,40,263,2024-01-20 22:00:00,674.35,54
567,34,150,2024-01-20 23:00:00,581.02,24
704,124,121,2024-01-21 00:00:00,231.92,26
4281,45,178,2024-01-21 01:00:00,1086.99,67
3141,199,120,2024-01-21 02:00:00,408.76,55
1591,80,72,2024-01-21 03:00:00,217.16,22
4944,71,219,2024-01-21 04:00:00,714.06,46
4695,155,123,2024-01-21 05:00:00,1038.19,31
806,78,244,2024-01-21 06:00:00,576.97,55
3792,78,75,2024-01-21 07:00:00,972.22,59
1358,172,6,2024-01-21 08:00:00,1028.22,28
3226,33,21,2024-01-21 09:00:00,627.12,51
3619,33,190,2024-01-21 10:00:00,770.5,23
2127,44,225,2024-01-21 11:00:00,710.61,40
2461,20,103,2024-01-21 12:00:00,1136.16,62
546,111,99,2024-01-21 13:00:00,911.78,65
2729,164,83,2024-01-21 14:00:00,1121.61,38
3735,7,181,2024-01-21 15:00:00,381.01,37
2563,160,152,2024-01-21 16:00:00,475.75,45
2080,195,56,2024-01-21 17:00:00,224.46,53
2642,167,190,2024-01-21 18:00:00,674.9,58
3115,24,22,2024-01-21 19:00:00,1067.62,16
1927,70,68,2024-01-21 20:00:00,493.19,64
617,112,185,2024-01-21 21:00:00,284.7,32
3645,104,10,2024-01-21 22:00:00,221.87,30
1204,54,66,2024-01-21 23:00:00,619.88,43
1760,38,264,2024-01-22 00:00:00,322.22,25
2566,74,225,2024-01-22 01:00:00,513.41,16
3175,80,123,2024-01-22 02:00:00,1010.98,28
3082,32,38,2024-01-22 03:00:00,553.25,18
2631,45,123,2024-01-22 04:00:00,790.36,53
3162,61,156,2024-01-22 05:00:00,677.27,48
4322,198,67,2024-01-22 06:00:00,904.46,67
670,53,133,2024-01-22 07:00:00,313.97,60
3169,128,140,2024-01-22 08:00:00,1116.46,53
2122,179,82,2024-01-22 09:00:00,825.81,23
4079,76,58,2024-01-22 10:00:00,434.5,54
4152,184,149,2024-01-22 11:00:00,279.42,55
720,27,131,2024-01-22 12:00:00,307.21,21
2601,166,69,2024-01-22 13:00:00,971.8,65
3599,62,250,2024-01-22 14:00:00,767.52,31
4670,18,177,2024-01-22 15:00:00,549.8,37
667,127,72,2024-01-22 16:00:00,499.55,59
284,109,17,2024-01-22 17:00:00,1048.55,25
3904,103,160,2024-01-22 18:00:00,1068.5,36
3566,192,70,2024-01-22 19:00:00,760.33,32
2235,77,113,2024-01-22 20:00:00,700.77,63
4594,117,232,2024-01-22 21:00:00,1007.27,42
1466,104,21,2024-01-22 22:00:00,936.8,30
130,158,135,2024-01-22 23:00:00,570.34,56
4735,49,263,2024-01-23 00:00:00,236.88,18
2061,169,111,2024-01-23 01:00:00,956.93,50
3673,116,246,2024-01-23 02:00:00,327.14,36
2495,141,283,2024-01-23 03:00:00,167.2,25
993,162,8,2024-01-23 04:00:00,1035.47,35
2122,100,284,2024-01-23 05:00:00,757.17,54
2585,125,207,2024-01-23 06:00:00,1086.25,55
